"VMName","VMOS","VMSize","VMPublisher","VMOffer","VMSKU","VMVersion"
"az-dmo2","Windows","Standard_B1ms","MicrosoftWindowsServer","WindowsServer","2019-Datacenter-smalldisk","Latest"
